field,ra,dec,f560w_uJy,f560w_uJy_err,f770w_uJy,f770w_uJy_err,f1000w_uJy,f1000w_uJy_err,f1280w_uJy,f1280w_uJy_err,f1500w_uJy,f1500w_uJy_err,f1800w_uJy,f1800w_uJy_err,f2100w_uJy,f2100w_uJy_err,ID_EGSF22,F36,F45,ZA,ID_EGSFIR,Mstar,Fch1,dFch1,Fch2,dFch2,Fch3,dFch3,Fch4,dFch4,F24,dF24,Q24,F100,dF100,Q100,F160,dF160,Q160,F250,dF250,F350,dF350,F450,dF450,F500,dF500,F850_sh,dF850_sh,F850_d,dF850_d,F850,dF850,F1100,dF1100
miri6,215.032055,52.886567,0.441,0.034,0.471,0.024,,,,,,,,,,,6293.0,853.8490056467801,865.5242403580105,2.349999999999994,2566,9.27,0.9089,0.1352,0.6972,0.1532,0.7615,0.8783,0.8694,0.8189,20.67,9.4923,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.056648,52.902265,7.103,0.081,3.533,0.05,,,,,,,,,,,6214.0,9967.816863331525,5910.5884246794885,0.01,2568,10.2,11.68,0.1322,7.173,0.1593,3.543,0.9468,2.158,0.9367,50.85,16.747,3,0.7023,1.9384,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.054274,52.902943,0.093,0.023,0.058,0.02,,,,,,,,,,,6379.0,742.7668929649926,1259.8782113920608,3.8099999999999627,2593,9.73,0.8463,0.1278,0.786,0.1532,1.394,1.058,-0.3894,0.9793,44.39,12.738,3,0.6157,2.0855,3,15.71,2.5312,3,11.699,3.2929,8.4452,2.6359,3.2743,3.0337,1.1493,5.5381,-0.22389,1.2679,0.90947,0.66405,0.78003,0.60577,-99.0,100000000.0
miri6,215.044739,52.896358,0.02,0.011,0.017,0.01,,,,,,,,,,,6434.0,140.86696687209664,190.28930680248783,1.9100000000000015,2600,8.72,0.2699,0.1204,0.2932,0.1428,-0.3505,0.9025,-0.1216,0.8914,14.92,12.072,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.04495,52.895046,3.366,0.087,2.513,0.055,,,,,,,,,,,6365.0,5165.332408271742,5065.188965231306,0.20000000000000004,2601,9.7,3.956,0.1451,3.465,0.1724,0.7131,1.068,0.3791,1.063,24.1,15.049,3,0.6287,2.1072,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,2.0218,4.9295,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,1.6096,2.2572
miri6,215.048283,52.89805,0.307,0.038,0.135,0.026,,,,,,,,,,,6348.0,766.7481310227428,631.6049150025132,0.5300000000000002,2606,8.33,0.6817,0.1757,0.4707,0.2128,-0.3445,1.334,-1.283,1.33,2.504,9.1752,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.027985,52.884082,0.081,0.045,0.042,0.027,,,,,,,,,,,6995.0,3806.9441492033543,-79.75878251222413,4.009999999999959,2612,6.82,0.5413,0.1403,0.06483,0.1564,0.2921,0.8763,-1.049,0.8112,14.21,12.862,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.052951,52.901023,2.484,0.069,1.469,0.044,,,,,,,,,,,6524.0,2837.5034160798327,3279.224315517043,2.199999999999997,2622,9.49,2.678,0.1245,2.867,0.1499,2.532,0.9186,0.7517,0.859,16.09,8.5051,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.044535,52.894589,6.563,0.077,6.045,0.049,,,,,,,,,,,6498.0,9903.975966422788,12219.657950667983,0.46000000000000024,2657,10.2,11.53,0.1536,9.462,0.1828,4.645,1.138,5.388,1.118,31.57,13.996,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,4.6057,2.3474
miri6,215.045667,52.89731,1.464,0.053,1.078,0.036,,,,,,,,,,,6785.0,3031.133213558894,2419.3694407622274,1.1300000000000008,2753,9.55,2.667,0.1175,2.137,0.14,0.5358,0.8763,0.9768,0.8629,2.69,8.0169,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.043036,52.895897,0.263,0.036,0.233,0.022,,,,,,,,,,,6789.0,543.2683674289248,707.1269947479884,0.4300000000000002,2756,9.5,0.5189,0.1256,0.5567,0.1466,0.5318,0.9951,-0.08021,0.9586,-3.253,9.4954,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.035392,52.890662,0.218,0.032,0.212,0.017,,,,,,,,,,,6811.0,201.14408448267665,1432.9510197853667,8.839999999999856,2763,10.3,0.5321,0.1256,1.212,0.1438,0.8461,0.9226,1.089,0.8616,0.8987,10.701,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.041932,52.895424,0.013,0.013,0.012,0.01,,,,,,,,,,,6852.0,205.7638064323926,239.06973371637184,1.400000000000001,2774,8.26,0.2176,0.1164,0.1118,0.1348,-0.1934,0.8924,-1.047,0.8577,11.03,9.0348,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.036672,52.890812,8.767,0.062,6.04,0.033,,,,,,,,,,,6806.0,10220.120040143507,11688.615721304885,1.5100000000000011,2781,10.4,8.355,0.1477,9.56,0.1719,7.028,1.126,4.201,1.036,7.735,5.8497,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,0.17618,1.1231
miri6,215.056373,52.905513,0.454,0.036,0.317,0.025,,,,,,,,,,,6879.0,1299.0319814608984,1010.0189121692533,0.8200000000000005,2817,8.88,1.283,0.1167,1.009,0.1372,0.3989,0.9569,0.2445,0.9224,3.823,8.4906,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.030389,52.887002,2.684,0.042,1.999,0.024,,,,,,,,,,,6859.0,3175.487402675564,3959.904006104978,2.3099999999999947,2829,10.2,2.806,0.1326,3.251,0.1489,3.388,0.9105,1.593,0.8254,-2.512,11.764,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,0.82118,1.3175,0.50554,0.46241,0.62015,0.56178,0.26524,0.65786
miri6,215.045399,52.894572,77.119,0.122,46.87,0.073,,,,,,,,,,,6766.0,49727.68514883643,65517.552922831135,1.8800000000000014,2838,11.3,38.5,0.1595,50.1,0.1912,52.1,1.138,30.03,1.135,134.9,14.277,3,0.5734,2.0669,3,5.0266,2.7275,3,7.7604,1.8968,9.843,2.3163,4.6412,4.451,7.6262,6.1039,2.7868,0.93185,2.0198,0.45764,2.3296,0.46484,1.8346,1.8786
miri6,215.055297,52.903309,28.392,0.102,19.433,0.064,,,,,,,,,,,7064.0,26997.945529797005,22610.04141264482,1.1400000000000008,2889,9.83,24.01,0.1359,19.3,0.1626,19.66,1.031,12.05,1.023,131.9,17.412,3,2.2163,2.2355,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.047175,52.900229,0.309,0.033,0.278,0.021,,,,,,,,,,,7326.0,477.29653784887137,502.043313026024,3.4999999999999694,2989,9.1,0.3878,0.137,0.3998,0.1588,-1.769,1.142,-0.5783,1.083,10.82,16.933,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.034849,52.891345,10.283,0.04,10.509,0.027,,,,,,,,,,,7333.0,6272.971221110178,9720.841068322487,2.99999999999998,2998,11.0,5.242,0.1226,8.03,0.14,12.5,0.9226,7.758,0.8655,83.96,8.3964,3,0.1716,1.3873,3,7.239,2.8499,3,6.3937,3.7267,12.171,2.9344,5.8983,2.316,9.5059,6.4864,1.5737,1.2362,2.0869,0.48569,1.9696,0.46927,1.2554,0.98442
miri6,215.035609,52.892198,0.226,0.033,0.258,0.022,,,,,,,,,,,7364.0,446.6465822697782,490.49476002153136,8.519999999999863,2999,9.88,0.5465,0.1315,0.5032,0.1522,-0.6809,1.037,1.43,0.9586,10.1,9.1114,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.030809,52.888353,0.505,0.058,0.304,0.037,,,,,,,,,,,7357.0,1056.1148130341714,800.9489170312617,1.1900000000000008,3010,8.4,1.107,0.1304,0.7874,0.1461,0.8944,0.9045,-0.4062,0.8306,2.867,9.1009,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.048828,52.901735,0.045,0.017,0.025,0.013,,,,,,,,,,,7438.0,268.1856911185593,230.35808570643323,1.0700000000000007,3024,8.27,0.2534,0.109,0.147,0.1278,-1.166,0.9226,-0.6106,0.8668,13.17,10.236,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.045521,52.8995,0.111,0.033,0.071,0.022,,,,,,,,,,,7481.0,499.3545932144108,313.38541330973777,0.6900000000000004,3064,8.49,0.4357,0.1134,0.264,0.133,-0.06849,0.979,0.4243,0.9224,1.462,12.398,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.040676,52.896327,0.068,0.017,0.046,0.013,,,,,,,,,,,7565.0,238.42504713572345,330.98334362120335,2.3599999999999937,3080,8.38,0.274,0.112,0.2697,0.1292,-1.205,0.8823,-0.5679,0.8539,8.97,7.52,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.053943,52.90571,0.018,0.014,,,,,,,,,,,,,7572.0,524.8379000450075,437.63660903248507,4.559999999999947,3087,9.05,0.5274,0.1086,0.3378,0.1259,-0.413,0.9045,-0.8991,0.8875,12.05,9.8255,1,-99.0,100000000.0,1,-0.4889,2.4131,2,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.044146,52.89873,1.553,0.032,1.935,0.02,,,,,,,,,,,7600.0,2681.2056582753808,2859.66252274613,4.579999999999947,3117,10.6,2.261,0.1293,2.42,0.1503,2.85,1.108,4.282,1.048,3.016,7.1851,3,-99.0,100000000.0,1,-99.0,100000000.0,1,0.58046,2.2894,0.54968,2.9967,0.88833,2.2294,3.1632,5.6666,3.635,1.0754,0.62603,0.41669,2.7091,0.75544,0.16912,2.2361
miri6,215.05536,52.905408,0.962,0.071,0.37,0.041,,,,,,,,,,,7622.0,2217.477362788752,1684.417716385515,0.6800000000000004,3134,8.62,2.261,0.1237,1.684,0.1447,0.4774,1.023,2.419,0.9962,-0.5145,9.359,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.027571,52.887735,0.141,0.031,0.142,0.016,,,,,,,,,,,7818.0,789.8791212972601,726.7574797448466,4.729999999999944,3206,9.8,0.675,0.1267,0.5229,0.1419,0.4472,0.9468,0.5576,0.8539,3.468,9.8627,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.030615,52.889353,2.031,1.906,2.727,1.689,,,,,,,,,,,7930.0,3918.696194582762,4620.0071924088625,2.6399999999999877,3234,10.4,3.25,0.1248,3.774,0.1395,4.017,0.9166,2.538,0.8435,-3.273,8.48,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,2.2815,1.0889,1.0175,0.55579,1.6921,0.63628,0.39976,0.67431
miri6,215.051669,52.904259,0.303,0.043,0.18,0.027,,,,,,,,,,,7961.0,1038.2570031043203,762.5154048118108,0.6500000000000004,3242,8.21,0.9593,0.109,0.6371,0.1268,1.023,0.9105,-1.594,0.8603,6.457,8.7796,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.050551,52.903269,5.344,0.084,3.154,0.048,,,,,,,,,,,7942.0,4515.292381000786,5390.6500758145385,1.8400000000000014,3257,10.1,3.985,0.1189,4.505,0.1395,3.6,1.023,2.499,0.9535,27.77,7.7282,3,-0.3271,1.1986,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,2.2331,4.7645,-99.0,100000000.0,1.9228,1.1495,1.1797,1.1371,1.6384,0.83235,-99.0,100000000.0
miri6,215.054147,52.906909,0.044,0.016,0.034,0.013,,,,,,,,,,,7959.0,105.48437520794934,69.89930500738669,0.6900000000000004,3272,8.37,0.3664,0.1153,0.1922,0.133,-1.382,1.031,-0.4502,0.9586,15.5,12.624,1,0.7694,1.8528,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.05452,52.904481,5.825,0.05,3.159,0.035,,,,,,,,,,,8406.0,13045.540073169694,9021.931776544041,0.6200000000000003,3305,9.81,11.12,0.1175,7.418,0.1362,6.325,0.8985,1.481,0.8758,-2.38,8.2919,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.025604,52.885596,3.905,0.141,7.004,0.095,,,,,,,,,,,8212.0,7751.0170521876735,6896.988132452505,0.4200000000000002,3328,8.97,6.583,0.1381,5.8,0.1536,5.294,0.9931,7.572,0.9017,22.0,7.8256,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.04668,52.901365,1.774,0.068,1.036,0.036,,,,,,,,,,,8106.0,2152.570214258124,2245.029213805706,1.430000000000001,3339,9.54,1.924,0.1123,1.936,0.1306,1.636,0.973,1.919,0.9147,16.75,10.374,3,0.2537,1.2192,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.038201,52.892966,51.195,0.1,37.758,0.06,,,,,,,,,,,8231.0,71465.72548077417,50218.924928286004,0.8200000000000005,3353,10.4,58.66,0.1333,41.24,0.1536,43.43,0.969,29.09,0.9211,384.5,38.446,3,8.7099,1.2176,3,10.013,2.8597,3,15.697,3.8764,6.7921,4.2851,0.75773,2.401,-99.0,100000000.0,-0.17801,1.3711,0.71315,0.64545,0.61944,0.5953,1.2353,1.0971
miri6,215.041527,52.898596,0.033,0.022,0.018,0.015,,,,,,,,,,,8183.0,128.20344108284755,127.4503098151006,0.46000000000000024,3361,7.87,0.1252,0.1458,0.07658,0.1654,0.2458,1.324,1.236,1.212,24.95,23.803,1,0.3856,0.98284,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.045236,52.900153,0.79,0.07,0.542,0.042,,,,,,,,,,,8120.0,1568.0003356220213,1644.443104996628,1.260000000000001,3368,9.3,1.409,0.1164,1.273,0.1362,-0.9347,1.023,1.088,0.9638,6.272,11.976,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.044565,52.900821,0.042,0.019,0.063,0.013,,,,,,,,,,,8219.0,104.24622108806707,273.1576724224235,0.4200000000000002,3380,8.9,0.1716,0.1061,0.2227,0.1236,-0.3284,0.9347,0.5744,0.8836,10.02,9.876,1,-99.0,100000000.0,1,3.5855,2.1179,2,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.050133,52.904353,0.055,0.031,,,,,,,,,,,,,8215.0,30.761741909735342,193.0451101082388,0.01,3416,7.81,0.2162,0.1252,0.2114,0.1442,-1.559,1.142,-0.2044,1.04,12.25,12.839,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.029176,52.890023,0.11,0.099,0.066,0.053,,,,,,,,,,,8255.0,353.96820382355924,365.2935350393396,1.8000000000000014,3429,8.71,0.288,0.1204,0.2997,0.1334,-0.5741,0.9307,-0.9069,0.8215,-3.388,9.6454,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.029871,52.886048,19.04,0.046,9.7,0.025,,,,,,,,,,,8128.0,55143.58575259231,35959.733069185975,0.01,3437,8.93,46.19,0.1418,29.99,0.1583,20.5,0.9448,9.07,0.8707,-3.402,11.089,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.055945,52.901595,90.868,0.168,52.342,0.105,,,,,,,,,,,8619.0,152000.3699889561,101289.20439214635,0.6700000000000004,3443,11.1,131.5,0.1735,87.2,0.2095,80.19,1.219,41.33,1.188,152.5,15.245,3,4.7944,1.4589,3,1.6186,3.2068,3,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.041876,52.898877,0.149,0.033,0.083,0.023,,,,,,,,,,,8289.0,352.4421754665049,294.88086168845905,0.4000000000000002,3445,7.64,0.2902,0.1455,0.2373,0.1658,1.158,1.317,-0.8267,1.212,20.6,22.87,1,3.371,2.5395,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.046031,52.90078,5.472,0.059,4.781,0.031,,,,,,,,,,,8393.0,7927.098141764666,7817.710910688191,0.47000000000000025,3463,9.11,6.74,0.1131,6.376,0.132,5.125,0.9851,7.544,0.9379,27.76,12.848,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.029136,52.882747,7.346,0.22,4.744,0.122,,,,,,,,,,,8127.0,12695.999881205753,11698.034344131125,0.22000000000000006,3478,9.4,9.094,0.2092,8.682,0.233,7.476,1.176,8.668,1.102,46.05,9.647,3,-0.1091,1.4026,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.049914,52.903965,1.824,0.033,1.363,0.021,,,,,,,,,,,8444.0,6721.350278475134,4842.0489799530005,0.08,3512,10.3,5.76,0.1263,3.992,0.1461,4.283,1.17,0.7762,1.066,-1.016,9.5053,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.04867,52.903419,1.878,0.066,1.379,0.043,,,,,,,,,,,8464.0,2825.916734922507,3216.461031818245,1.430000000000001,3513,9.84,2.383,0.1164,2.649,0.1372,1.98,1.08,3.15,0.9781,0.6757,13.722,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,1.7526,3.8507,-99.0,100000000.0,-99.0,100000000.0,1.1026,1.0278,1.1026,1.0278,-99.0,100000000.0
miri6,215.034212,52.894282,0.078,0.023,0.067,0.016,,,,,,,,,,,8522.0,-3886.539959759957,-1696.307685110857,1.310000000000001,3540,7.13,0.2663,0.1204,-0.2302,0.1367,-0.2901,1.027,-2.025,0.9341,18.19,14.833,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.042511,52.899603,3.616,0.076,3.164,0.043,,,,,,,,,,,8642.0,5609.816445922281,5584.917191550235,1.280000000000001,3579,9.73,4.681,0.1138,4.627,0.132,2.738,0.9931,1.833,0.9211,15.04,6.5247,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.047863,52.903793,0.344,0.054,0.131,0.032,,,,,,,,,,,8598.0,1101.8652547895522,741.1726616632136,0.5700000000000003,3595,8.64,0.9943,0.1101,0.5929,0.1283,0.0564,1.019,0.7594,0.9328,18.15,10.207,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.035104,52.895578,0.018,0.011,0.018,0.009,,,,,,,,,,,8784.0,74.55408079787499,258.8923465087691,1.8300000000000014,3632,8.56,0.09464,0.1134,0.1724,0.1278,-1.456,0.9851,-0.9379,0.8953,15.63,14.339,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.03593,52.895976,0.418,0.031,0.284,0.02,,,,,,,,,,,8700.0,555.6008031758743,661.981657805482,2.339999999999994,3655,9.33,0.5299,0.179,0.6056,0.1992,2.272,1.646,-0.6831,1.512,2.911,17.799,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.034966,52.894029,25.354,0.069,21.735,0.044,,,,,,,,,,,8906.0,30990.874865377602,22984.401728861696,0.8200000000000005,3674,10.3,25.28,0.1282,19.08,0.1461,19.42,1.07,14.69,0.9651,211.1,21.112,3,5.7998,1.3074,3,9.3091,2.2057,3,8.5201,2.794,6.9139,4.471,2.9947,2.4762,-99.0,100000000.0,-99.0,100000000.0,0.9168,0.5777,0.9168,0.5777,-0.14115,0.92796
miri6,215.056685,52.903596,86.759,0.139,74.579,0.117,,,,,,,,,,,8611.0,106155.96335578109,98450.96527982397,0.5200000000000002,3689,10.5,91.35,0.1422,84.31,0.1691,95.22,1.031,91.59,1.021,331.2,33.123,3,1.0218,1.7648,3,-99.0,100000000.0,1,1.9011,3.4281,-99.0,100000000.0,1.3047,3.2519,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri6,215.035928,52.896225,0.299,0.029,0.181,0.019,,,,,,,,,,,8835.0,863.7839792333763,626.9639736162954,0.9000000000000006,3692,8.4,0.6577,0.1727,0.4327,0.1922,0.4371,1.557,0.5447,1.467,10.32,17.128,2,0.7147,1.0408,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
