field,ra,dec,f560w_uJy,f560w_uJy_err,f770w_uJy,f770w_uJy_err,f1000w_uJy,f1000w_uJy_err,f1280w_uJy,f1280w_uJy_err,f1500w_uJy,f1500w_uJy_err,f1800w_uJy,f1800w_uJy_err,f2100w_uJy,f2100w_uJy_err,ID_EGSF22,F36,F45,ZA,ID_EGSFIR,Mstar,Fch1,dFch1,Fch2,dFch2,Fch3,dFch3,Fch4,dFch4,F24,dF24,Q24,F100,dF100,Q100,F160,dF160,Q160,F250,dF250,F350,dF350,F450,dF450,F500,dF500,F850_sh,dF850_sh,F850_d,dF850_d,F850,dF850,F1100,dF1100
miri2,215.058349,52.965957,,,,,,,,,,,,,3.343,1.123,40292.0,-12.493292024502198,-12.849945639910263,0.8700000000000006,13498,8.61,0.2939,0.1105,0.2264,0.1189,0.4251,1.34,-0.9379,1.096,-3.387,8.9261,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.998994,52.924074,,,0.014,0.009,,,,,,,,,,,40277.0,227.6301851242713,236.3782403406174,2.349999999999994,13501,8.45,0.1606,0.09428,0.1132,0.1015,0.2941,0.9992,-1.236,0.8694,11.13,8.767,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.15236,53.032111,,,0.491,0.05,0.347,0.091,0.202,0.144,0.267,0.206,0.668,0.429,1.808,0.889,40273.0,1803.178123936037,591.9689457703345,0.8100000000000005,13520,7.12,0.7907,0.1186,0.005168,0.1306,-0.697,1.293,1.005,1.052,26.55,20.557,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.087462,52.985496,,,1.448,0.045,0.993,0.099,0.645,0.148,0.536,0.198,0.584,0.418,0.975,0.694,40625.0,6408.668682128548,4119.138667587025,0.7500000000000004,13521,9.74,5.381,0.1116,3.44,0.1203,3.785,1.112,-0.6494,0.9172,-2.555,11.449,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.16231,53.038077,,,2.352,0.068,6.02,0.135,16.023,0.211,11.215,0.29,12.154,0.479,14.411,0.88,40644.0,6882.2276919232145,3747.179522754838,1.2400000000000009,13528,9.31,5.427,0.1572,3.848,0.1696,3.362,1.525,2.621,1.347,28.69,15.827,3,1.7138,1.9324,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.165559,53.041291,,,0.82,0.049,0.844,0.099,0.673,0.151,0.969,0.222,2.273,0.387,3.749,0.739,40297.0,1906.2496487151147,2194.3396892271476,1.5500000000000012,13536,9.53,1.749,0.109,1.867,0.1165,0.7192,0.9589,0.7905,0.8681,-3.062,8.9952,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.153374,53.03139,,,0.388,0.071,0.354,0.12,0.23,0.186,0.535,0.286,0.542,0.525,4.375,1.328,40806.0,2082.2494695211276,1963.2953803108192,1.2100000000000009,13538,9.39,2.461,0.1164,1.955,0.1254,2.051,1.148,0.3778,0.9781,1.179,10.744,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.083882,52.984021,,,0.415,0.042,0.429,0.091,0.377,0.136,0.247,0.19,0.898,0.392,1.549,0.662,40256.0,1001.8444500671656,1161.7725025845093,1.8100000000000014,13549,9.22,0.973,0.1016,0.9006,0.1095,0.8702,0.975,0.5447,0.7982,-2.455,8.147,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.180532,53.052097,,,0.066,0.043,0.093,0.087,,,,,1.146,0.376,1.347,0.718,40192.0,192.1016304701397,301.8015391329893,0.3000000000000001,13552,8.76,0.2022,0.1171,0.1517,0.1259,0.8461,1.09,-0.1048,0.9574,-2.992,6.7556,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.14881,53.029329,,,2.048,0.828,1.649,0.472,0.751,0.316,0.642,0.474,,,2.856,1.057,40353.0,2300.8458889060757,1616.5494706780353,1.2000000000000008,13560,8.19,1.884,0.1219,1.081,0.1334,-0.6084,1.301,0.1979,1.06,18.26,36.327,2,2.3139,3.0797,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.077426,52.979907,,,0.061,0.023,,,,,,,0.484,0.332,1.946,0.597,40066.0,230.8078542191836,265.27334852100853,2.819999999999984,13571,8.88,0.2891,0.09833,0.1738,0.1062,-0.5721,1.019,0.3144,0.8577,16.08,11.891,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.988868,52.917196,0.406,0.034,0.23,0.022,,,,,,,,,,,40115.0,732.4968193638446,758.9819509288117,2.489999999999991,13579,8.95,0.566,0.1083,0.6216,0.1151,0.8199,1.102,1.321,0.9315,-1.487,8.228,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.14995,53.030765,,,0.206,0.043,0.149,0.088,0.364,0.15,0.3,0.216,0.614,0.387,3.55,0.732,40107.0,305.3143416588889,449.5791083943323,1.460000000000001,13584,9.22,0.4596,0.1226,0.544,0.1348,0.7595,1.277,0.006469,1.083,-3.335,9.6951,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.070858,52.97471,,,0.904,0.051,0.751,0.11,2.83,0.18,4.567,0.252,2.42,0.523,2.797,0.708,40278.0,2246.9128314383606,1613.4700793197399,0.9000000000000006,13587,8.92,1.902,0.0998,1.317,0.1076,0.8985,1.118,-0.132,0.9185,-3.011,5.7276,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.060718,52.968256,,,,,,,,,0.172,0.157,0.463,0.351,3.651,0.619,40004.0,104.66243949963976,63.3410789298126,0.6800000000000004,13591,7.21,0.03351,0.09759,-0.05027,0.1057,-0.5318,1.094,-0.837,0.9354,19.72,9.1272,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.063498,52.969264,,,2.938,0.302,1.867,0.321,1.916,0.261,2.254,0.329,3.118,0.657,14.13,1.041,40350.0,3160.7761511392346,3691.223835283055,2.4099999999999926,13601,10.0,2.615,0.09612,3.006,0.1029,2.174,1.054,2.923,0.8901,3.65,5.4928,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,1.5466,1.1131,-99.0,100000000.0,1.5466,1.1131,-99.0,100000000.0
miri3,214.992728,52.920254,0.017,0.016,0.023,0.011,,,,,,,,,,,39990.0,229.14810999573234,29.319440520193112,2.3699999999999934,13602,8.46,0.5229,0.09612,0.1334,0.1029,0.3404,0.9569,-0.9768,0.8513,13.84,8.3506,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.067612,52.972766,,,0.571,0.067,0.411,0.151,,,0.715,0.307,1.135,0.651,27.874,5.915,40147.0,1205.3360391392189,1277.4471028211326,1.7900000000000014,13603,9.27,1.032,0.09612,1.054,0.1038,1.342,1.058,-0.1798,0.8836,-3.433,6.7153,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.153982,53.033717,,,0.082,0.047,0.197,0.094,0.249,0.148,,,,,4.792,0.741,40051.0,348.72209079159603,229.4086078181734,2.3699999999999934,13605,8.7,0.3627,0.1315,0.2824,0.1414,-1.386,1.324,-0.3234,1.126,18.67,16.312,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.076163,52.979049,,,0.254,0.037,,,0.261,0.131,,,,,1.356,0.658,40033.0,705.2447806056223,770.5024007111027,1.6900000000000013,13616,8.77,0.5973,0.1005,0.5713,0.1081,-0.1531,1.062,0.9017,0.881,-2.79,7.5494,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.172652,53.047169,,,,,0.073,0.069,,,,,,,1.34,0.658,39917.0,379.2112798998068,157.27320026304477,2.5999999999999885,13628,8.66,0.3116,0.1167,-0.01221,0.124,0.6708,1.048,-0.4826,0.9535,17.51,10.655,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.163446,53.039805,,,0.505,0.077,0.493,0.134,1.318,0.203,1.736,0.282,2.665,0.474,2.423,0.862,39564.0,1947.4522472734025,1114.8450671402027,0.07,13639,9.17,1.957,0.1167,1.486,0.1264,1.533,1.1,0.5679,0.9742,13.04,22.702,3,1.1999,2.6355,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.995787,52.921308,26.794,0.078,19.236,0.044,,,,,,,,,,,39915.0,20418.838591044918,26616.0314951827,1.8900000000000015,13644,10.8,16.12,0.1252,20.92,0.1362,18.53,1.394,14.69,1.184,71.03,9.6995,3,4.8854,1.3036,3,6.6723,2.8681,3,8.7388,2.0283,6.38,2.6758,5.2571,2.2694,-99.0,100000000.0,1.5738,1.1209,0.34827,0.4367,1.1298,0.73214,0.16097,0.88522
miri3,214.997277,52.92235,0.473,0.038,0.3,0.026,,,,,,,,,,,40303.0,1053.972685856984,1288.5243838366716,3.569999999999968,13650,8.55,0.5668,0.2408,0.5713,0.2565,-3.832,3.102,3.424,2.317,33.23,20.873,2,0.793,1.93,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.152948,53.033537,,,,,,,,,,,,,3.063,0.642,39833.0,40.50902790965097,225.81605696910586,1.370000000000001,13657,8.19,0.1532,0.1068,0.1597,0.117,0.3606,1.046,-0.6093,0.894,15.04,9.3565,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.974102,52.905948,65.535,0.076,45.456,0.067,,,,,,,,,,,40370.0,22117.18481238311,33604.58119539272,2.7499999999999853,13658,11.3,18.7,0.1145,28.38,0.1217,52.7,1.172,85.81,0.9121,365.5,36.552,3,7.5189,1.3701,3,15.239,2.4719,3,15.372,1.6779,16.209,2.546,11.716,2.7649,8.3516,3.8887,3.1303,1.0791,2.0329,1.0667,2.6952,0.77651,0.77178,0.50396
miri1,215.148557,53.028242,,,,,,,,,193267.187,90213.839,,,,,40972.0,37122.85599675932,23537.42929942682,4.4999999999999485,13663,10.7,30.14,0.1186,19.04,0.1278,15.96,1.205,9.14,1.014,16.79,12.925,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.078046,52.979163,,,2.544,0.104,6.325,0.201,4.218,0.262,6.558,0.335,6.798,0.642,7.975,1.023,40434.0,4349.833173257211,3686.238103116009,0.4300000000000002,13664,8.72,3.558,0.1064,2.93,0.1146,2.232,1.122,2.018,0.9198,1.746,8.7543,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.173947,53.047216,,,4.512,0.076,14.235,0.102,36.487,0.164,25.865,0.239,43.91,0.42,56.386,0.785,40179.0,10026.822268366936,7736.955950819186,0.6200000000000003,13684,9.3,8.096,0.1182,5.906,0.1273,5.628,1.084,4.634,0.9703,66.56,8.6334,3,1.8821,1.3491,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.151353,53.031946,,,,,0.324,0.148,0.259,0.216,,,,,2.909,0.911,39982.0,388.0644632220344,354.4225336797466,1.2000000000000008,13686,8.07,0.5682,0.1215,0.3932,0.1325,1.219,1.301,-0.8112,1.071,3.255,11.158,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.98618,52.915902,0.036,0.025,0.033,0.017,,,,,,,,,,,39848.0,191.8063294301921,184.0164737917546,0.4200000000000002,13690,7.55,0.1013,0.1009,0.01832,0.1066,0.2135,0.9851,-0.3674,0.8163,10.82,7.1018,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.066426,52.9728,,,0.063,0.027,,,0.118,0.109,0.254,0.155,0.429,0.412,7.052,0.993,39768.0,226.40530568336595,270.5857430526589,1.5100000000000011,13696,8.42,0.2221,0.09649,0.2062,0.1052,-0.1189,1.11,-1.018,0.9069,15.81,12.229,1,0.5081,1.3772,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.086706,52.986405,,,7.602,0.046,6.524,0.103,6.284,0.154,6.823,0.201,12.703,0.419,16.528,0.693,39971.0,11341.614109108144,13566.840743274497,1.8900000000000015,13703,10.8,9.297,0.1189,10.94,0.1278,10.78,1.136,5.405,0.947,11.81,10.016,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,2.2025,1.098,-99.0,100000000.0,2.2025,1.098,-99.0,100000000.0
miri2,215.090964,52.990143,,,0.067,0.023,,,0.138,0.103,0.362,0.151,,,,,39751.0,133.08159739011643,183.0378233553592,3.4999999999999694,13704,8.64,0.2048,0.1138,0.1536,0.1236,-0.03626,1.066,-1.32,0.9263,24.02,13.12,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.17455,53.048278,,,0.714,0.064,0.53,0.11,0.692,0.162,,,,,3.841,0.777,39931.0,1048.1403148817324,1208.8604037517794,1.8700000000000014,13711,9.5,0.9649,0.1097,0.9363,0.116,0.08864,0.9307,-0.6714,0.8642,0.5826,9.4863,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.972217,52.905899,1.263,0.061,0.955,0.034,,,,,,,,,,,39877.0,2047.1789205310815,2055.761597808455,1.310000000000001,13726,9.14,1.79,0.1068,1.737,0.1137,0.7313,1.062,2.459,0.8461,14.15,7.6525,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.167574,53.044005,,,0.368,0.042,0.436,0.083,0.236,0.135,,,0.401,0.364,0.802,0.7,40543.0,730.7398500214924,816.9180968631429,0.4100000000000002,13729,9.26,0.6308,0.1521,0.6375,0.1602,0.4492,1.406,-0.8215,1.226,18.68,13.808,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.15889,53.037681,,,,,670.559,376.971,55.257,34.926,,,,,,,39809.0,751.6546622978965,718.3505729178663,2.3599999999999937,13738,9.49,0.9185,0.123,0.8884,0.132,1.098,1.199,0.3765,1.013,9.712,25.287,3,-99.0,100000000.0,1,0.9364,5.7557,3,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.163291,53.040797,,,0.767,0.045,0.667,0.089,0.426,0.145,0.308,0.21,0.603,0.384,2.551,0.732,40136.0,2158.6699167168636,3935.4434426973344,1.7000000000000013,13739,9.83,2.601,0.1193,3.191,0.1278,1.64,1.116,1.254,0.9651,7.182,19.855,3,2.316,3.1625,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.072727,52.977516,,,0.042,0.017,0.074,0.05,0.262,0.097,0.357,0.14,1.295,0.327,1.242,0.584,39685.0,119.61676218733061,149.70536342164385,0.4300000000000002,13742,8.15,0.1381,0.09575,0.1268,0.1034,0.3545,1.025,-0.3739,0.8707,20.1,9.9164,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.07848,52.981589,,,0.049,0.024,,,,,,,,,0.79,0.607,39642.0,46.18715279598473,-6.464743077310164,1.9500000000000015,13750,8.33,0.105,0.1024,-0.05732,0.1099,0.703,1.005,-1.433,0.8577,26.48,16.791,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.153473,53.032246,,,15.244,0.133,13.208,0.244,9.49,0.301,33.75,0.388,68.203,0.648,104.795,1.206,40366.0,21142.10071164316,26232.898429003693,1.460000000000001,13752,11.0,17.27,0.116,21.19,0.1264,17.07,1.197,10.82,1.0,60.31,8.9876,3,-0.3314,1.2972,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.07057,52.975204,,,0.237,0.054,,,,,,,,,,,39927.0,666.6775358115566,434.2617495520651,0.5700000000000003,13762,8.36,0.6172,0.1002,0.3594,0.1085,-0.4674,1.122,1.238,0.9224,4.838,8.3954,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.147643,53.029871,,,17.327,6.364,,,0.439,0.413,0.487,0.44,0.929,0.716,2.758,0.974,38533.0,-1170.6484424992689,-3002.0384588849906,1.2200000000000009,13763,8.83,0.8338,0.1123,-1.073,0.1231,-0.145,1.15,1.383,0.9625,12.48,26.898,2,0.8559,2.0001,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.163539,53.041477,,,0.062,0.034,0.169,0.07,,,,,,,2.005,0.687,39630.0,238.53923109560813,449.0408030358943,1.5500000000000012,13766,8.57,0.5299,0.1094,0.3824,0.1175,0.1128,0.9891,-0.4437,0.8965,25.24,21.099,1,2.6245,2.228,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.161933,53.039309,,,2.873,0.049,2.406,0.102,1.657,0.161,1.468,0.223,1.131,0.398,1.002,0.757,40437.0,5605.666926635585,6916.563747662377,1.460000000000001,13771,10.3,5.116,0.13,5.913,0.14,5.27,1.271,2.195,1.066,16.99,30.053,3,1.3366,2.592,3,-99.0,100000000.0,1,8.4433,8.893,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.161,53.039081,,,0.144,0.055,0.557,0.102,0.716,0.152,0.901,0.225,1.163,0.391,,,39783.0,-647.291458623477,-1120.621833166889,1.2000000000000008,13773,8.29,0.917,0.1175,0.2377,0.1268,-0.6708,1.128,0.9522,0.9651,22.96,19.613,2,3.2033,2.3769,2,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri3,214.983997,52.914809,0.145,0.026,0.085,0.018,,,,,,,,,,,39667.0,385.24003926611573,356.44422802362254,1.390000000000001,13779,8.31,0.2858,0.1024,0.2105,0.1081,-0.6527,1.019,-0.8086,0.8189,8.493,6.451,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.149793,53.031774,,,0.087,0.055,0.157,0.103,,,,,0.718,0.417,3.49,0.781,39614.0,383.5340968206742,223.4829214469667,2.3699999999999934,13783,9.02,0.5056,0.1156,0.404,0.1245,0.2357,1.189,-1.008,0.9858,9.458,18.216,2,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri2,215.057533,52.967014,,,,,,,,,,,,,2.701,0.795,39562.0,123.19199496873345,68.25381707070328,1.0900000000000007,13789,7.69,0.1469,0.09022,0.003289,0.09725,-0.6023,0.9891,-0.6676,0.8396,14.64,8.5474,1,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.151863,53.03248,,,1.043,0.06,0.757,0.118,1.521,0.176,3.478,0.252,6.796,0.521,4.477,1.0,39865.0,1812.7098279797917,2122.0805239033816,1.2400000000000009,13790,9.17,1.735,0.1182,1.844,0.1292,0.8783,1.249,0.9884,1.032,-0.2728,10.502,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.17091,53.045462,,,0.879,0.078,0.851,0.148,1.342,0.216,2.099,0.295,1.884,0.496,5.673,0.915,40006.0,2445.3936260167907,1939.8518795321045,1.0300000000000007,13794,9.27,2.182,0.1127,1.536,0.1207,-0.4815,0.9528,-0.06598,0.8836,-3.127,8.8551,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.164788,53.042455,,,0.082,0.035,0.277,0.07,0.549,0.127,0.227,0.185,1.18,0.349,,,40210.0,108.03835159777591,146.73228645268824,0.6700000000000004,13796,7.71,0.3944,0.1171,0.312,0.1254,0.1249,1.08,-0.6572,0.9483,27.62,21.867,1,0.4492,1.7483,3,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
miri1,215.159092,53.03811,,,15.299,5.155,4.465,3.759,0.77,0.333,0.856,0.585,2.278,0.688,,,39673.0,2008.43951426165,2279.295228696196,2.3599999999999937,13804,9.8,1.688,0.1259,1.591,0.1348,1.559,1.211,2.59,1.041,26.29,24.317,3,-99.0,100000000.0,1,-99.0,100000000.0,1,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0,-99.0,100000000.0
